2022-11-13 13:43:05,973 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:13:21,949 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:13:27,924 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:15:46,932 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:15:47,068 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-11-13 14:19:55,899 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:19:56,086 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-11-13 14:20:06,961 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:21:44,960 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:21:44,964 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-11-13 14:21:51,805 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:22:59,789 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:23:00,001 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-11-13 14:23:02,292 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-13 14:39:07,556 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
