2022-10-27 13:35:27,129 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 13:40:25,821 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 13:40:25,826 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 13:40:28,137 - INFO       - observadore_main.py - borrar - Comenzando la interacción con la base de datos
2022-10-27 13:40:28,140 - INFO       - observadore_main.py - borrar - Devuelto: borrar el usario con usario_id: 1 con exito - Terminar funcion
2022-10-27 13:40:35,009 - INFO       - observadore_main.py - alta - Comenzando la interacción con la base de datos
2022-10-27 13:40:35,094 - INFO       - observadore_main.py - alta - Devuelto: agregar usario 3 con correo: sd@z y empresa: c con exito - Terminar funcion
2022-10-27 14:25:30,338 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:25:30,342 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:26:20,357 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:26:20,361 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:35:11,711 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:35:11,716 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:35:58,441 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:35:58,446 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:36:35,234 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:36:35,238 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:37:18,827 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:37:18,832 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:38:01,073 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:38:01,076 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:38:48,506 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:38:48,510 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:39:21,642 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:39:21,646 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:40:31,865 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:40:31,870 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:42:43,380 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:42:43,384 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:43:28,508 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:43:28,515 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:44:42,915 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:44:42,918 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:44:45,670 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 14:44:45,670 - ERROR      - vista.py - inner - Excepcion: 'tuple' object is not callable
2022-10-27 14:46:03,526 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:46:03,530 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:46:05,792 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 14:46:05,792 - ERROR      - vista.py - inner - Excepcion: 'tuple' object is not callable
2022-10-27 14:46:55,872 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:46:55,876 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:46:58,112 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 14:46:58,112 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 14:49:23,110 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:49:23,114 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:49:25,249 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 14:49:25,249 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 14:51:06,191 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 14:51:06,194 - INFO       - vista.py - actualizar_treeview - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 14:51:08,196 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 14:51:08,197 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:09:00,716 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:09:00,721 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:09:03,826 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:09:03,827 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:15:24,898 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:15:24,903 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:15:54,307 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:15:54,311 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:16:26,814 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:16:26,818 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:16:48,631 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:16:48,634 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:16:55,509 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:16:55,512 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:16:58,190 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:16:58,190 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:17:33,340 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:17:33,343 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:17:35,238 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:17:35,238 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:18:26,197 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:18:26,201 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:18:28,507 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:18:28,507 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:23:16,467 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:23:16,471 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:23:20,846 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:23:20,846 - ERROR      - vista.py - inner - Excepcion: type object 'Observador' has no attribute '_observadorables'
2022-10-27 15:24:33,519 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:24:33,524 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:24:36,755 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:24:36,755 - ERROR      - vista.py - inner - Excepcion: 'Evento' object has no attribute '_observadorables'
2022-10-27 15:24:40,702 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:24:40,707 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:24:43,571 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:24:43,572 - ERROR      - vista.py - inner - Excepcion: 'Evento' object has no attribute '_observadorables'
2022-10-27 15:25:35,621 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:25:35,627 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:25:38,359 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:25:38,360 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:30:50,620 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:30:50,623 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:30:58,100 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:30:58,100 - ERROR      - vista.py - inner - Excepcion: type object 'Observador' has no attribute '_observadorables'
2022-10-27 15:31:36,150 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:31:36,153 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:31:38,323 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:31:38,323 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:32:20,842 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:32:20,846 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:32:23,000 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:32:23,000 - ERROR      - vista.py - inner - Excepcion: 'list' object has no attribute '_observadorables'
2022-10-27 15:32:55,634 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:32:55,638 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:32:58,416 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:32:58,417 - INFO       - observadore_main.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:32:58,419 - INFO       - observadore_main.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 2 con exito - Terminar funcion
2022-10-27 15:32:58,420 - INFO       - observadore_main.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:32:58,421 - ERROR      - observadore_main.py - borrar_tbl - Excepcion: <Model: Usarios> instance matching query does not exist:
SQL: SELECT "t1"."id", "t1"."correo", "t1"."empresa", "t1"."verificado", "t1"."verifación_codigo", "t1"."fecha_de_registrar" FROM "usarios" AS "t1" WHERE ("t1"."id" = ?) LIMIT ? OFFSET ?
Params: [2, 1, 0]
2022-10-27 15:32:58,421 - ERROR      - vista.py - inner - Excepcion: <Model: Usarios> instance matching query does not exist:
SQL: SELECT "t1"."id", "t1"."correo", "t1"."empresa", "t1"."verificado", "t1"."verifación_codigo", "t1"."fecha_de_registrar" FROM "usarios" AS "t1" WHERE ("t1"."id" = ?) LIMIT ? OFFSET ?
Params: [2, 1, 0]
2022-10-27 15:33:52,248 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:33:52,252 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:33:54,152 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:33:54,222 - INFO       - observadore_main.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:33:54,226 - INFO       - observadore_main.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 3 con exito - Terminar funcion
2022-10-27 15:33:54,227 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:33:54,228 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 0 records en total - Terminar funcion
2022-10-27 15:33:54,229 - ERROR      - vista.py - inner - Excepcion: 'NoneType' object is not subscriptable
2022-10-27 15:34:36,198 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:34:36,200 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 0 records en total - Terminar funcion
2022-10-27 15:34:40,834 - INFO       - vista.py - inner - Comenzando la interacción con la base de datos
2022-10-27 15:34:40,915 - INFO       - observadore_main.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:34:40,917 - INFO       - observadore_main.py - alta_tbl - Devuelto: agregar usario 1 con correo: d@s y empresa: s con exito - Terminar funcion
2022-10-27 15:34:40,918 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:34:40,921 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:34:40,921 - ERROR      - vista.py - inner - Excepcion: 'NoneType' object is not subscriptable
2022-10-27 15:35:15,487 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:35:15,490 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:35:20,946 - INFO       - vista.py - alta - Comenzando la interacción con la base de datos
2022-10-27 15:35:21,038 - INFO       - observadore_main.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:35:21,040 - INFO       - observadore_main.py - alta_tbl - Devuelto: agregar usario 2 con correo: dsf@s y empresa: c con exito - Terminar funcion
2022-10-27 15:35:21,040 - ERROR      - vista.py - alta - Excepcion: 'NoneType' object is not subscriptable
2022-10-27 15:36:02,995 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:36:02,998 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:36:05,381 - INFO       - observadore_main.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:36:05,383 - INFO       - observadore_main.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 1 con exito - Terminar funcion
2022-10-27 15:36:05,384 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:36:05,385 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:36:07,745 - INFO       - observadore_main.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:36:07,748 - INFO       - observadore_main.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 2 con exito - Terminar funcion
2022-10-27 15:36:07,748 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:36:07,749 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 0 records en total - Terminar funcion
2022-10-27 15:36:13,812 - INFO       - observadore_main.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:36:13,884 - INFO       - observadore_main.py - alta_tbl - Devuelto: agregar usario 1 con correo: asd@s.com y empresa: as con exito - Terminar funcion
2022-10-27 15:36:13,885 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:36:13,886 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:40:44,756 - INFO       - vista.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:40:44,760 - INFO       - vista.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:40:50,046 - INFO       - observadore_main.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:40:50,048 - INFO       - observadore_main.py - alta_tbl - Devuelto: agregar usario 2 con correo: s@s.com y empresa: s con exito - Terminar funcion
2022-10-27 15:40:50,048 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:40:50,049 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:40:52,118 - INFO       - observadore_main.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:40:52,120 - INFO       - observadore_main.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 1 con exito - Terminar funcion
2022-10-27 15:40:52,121 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:40:52,122 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:40:53,898 - INFO       - observadore_main.py - verificar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:40:53,979 - ERROR      - observadore_main.py - verificar_tbl - Excepcion: 'id'
2022-10-27 15:42:19,718 - INFO       - observadore_main.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:42:19,720 - INFO       - observadore_main.py - alta_tbl - Devuelto: agregar usario 3 con correo: d@s.com y empresa: as con exito - Terminar funcion
2022-10-27 15:42:19,721 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:42:19,724 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:48:33,736 - INFO       - observadore_main.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:48:33,741 - INFO       - observadore_main.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:54:13,243 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:54:13,247 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 15:54:15,901 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:54:15,903 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 3 con exito - Terminar funcion
2022-10-27 15:54:15,904 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:54:15,905 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:55:36,519 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:55:36,522 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:56:08,016 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:56:08,020 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:56:24,436 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:56:24,439 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:57:16,056 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:57:16,058 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:58:22,507 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:58:22,510 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:58:56,240 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:58:56,242 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:59:27,856 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:59:27,859 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 15:59:50,351 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 15:59:50,353 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:00:05,966 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:00:05,969 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:01:00,841 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:01:00,843 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:01:23,450 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:01:23,453 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:01:51,544 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:01:51,550 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:02:23,933 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:02:23,936 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:02:40,430 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:02:40,433 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:03:17,101 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:03:17,104 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:03:30,503 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:03:30,506 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:03:41,781 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:03:41,783 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:07:09,115 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:07:09,120 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:08:10,508 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:08:10,516 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:10:39,505 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:10:39,509 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:11:06,673 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:11:06,677 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:12:05,056 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:12:05,060 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:12:07,840 - INFO       - observador.py - verificar_tbl - Comenzando la interacción con la base de datos
